idRestricaoOperativaUHE;idElementoSistema;AttMatriz;Iteradores;1;2;3
2;2;fator_participacao;10/2020;0;0;0
2;1;fator_participacao;11/2020;0;0;0
2;2;fator_participacao;11/2020;0;0;0
2;1;fator_participacao;12/2020;0;0;0
2;2;fator_participacao;12/2020;0;0;0
2;1;fator_participacao;01/2021;0;0;0
2;2;fator_participacao;01/2021;0;0;0
2;1;fator_participacao;02/2021;0;0;0
2;2;fator_participacao;02/2021;0;0;0
2;1;fator_participacao;03/2021;0;0;0
2;2;fator_participacao;03/2021;0;0;0
2;1;fator_participacao;04/2021;0;0;0
2;2;fator_participacao;04/2021;0;0;0
2;1;fator_participacao;05/2021;0;0;0
2;2;fator_participacao;05/2021;0;0;0
2;1;fator_participacao;06/2021;0;0;0
2;2;fator_participacao;06/2021;0;0;0
2;1;fator_participacao;07/2021;0;0;0
2;2;fator_participacao;07/2021;0;0;0
2;1;fator_participacao;08/2021;0;0;0
2;2;fator_participacao;08/2021;0;0;0
2;1;fator_participacao;09/2021;0;0;0
2;2;fator_participacao;09/2021;0;0;0
2;1;fator_participacao;10/2021;0;0;0
2;2;fator_participacao;10/2021;0;0;0
2;1;fator_participacao;11/2021;0;0;0
2;2;fator_participacao;11/2021;0;0;0
2;1;fator_participacao;12/2021;0;0;0
2;2;fator_participacao;12/2021;0;0;0
2;1;fator_participacao;01/2022;0;0;0
2;2;fator_participacao;01/2022;0;0;0
2;1;fator_participacao;02/2022;0;0;0
2;2;fator_participacao;02/2022;0;0;0
2;1;fator_participacao;03/2022;0;0;0
2;2;fator_participacao;03/2022;0;0;0
2;1;fator_participacao;04/2022;0;0;0
2;2;fator_participacao;04/2022;0;0;0
2;1;fator_participacao;05/2022;0;0;0
2;2;fator_participacao;05/2022;0;0;0
2;1;fator_participacao;06/2022;0;0;0
2;2;fator_participacao;06/2022;0;0;0
2;1;fator_participacao;07/2022;0;0;0
2;2;fator_participacao;07/2022;0;0;0
2;1;fator_participacao;08/2022;0;0;0
2;2;fator_participacao;08/2022;0;0;0
2;1;fator_participacao;09/2022;0;0;0
2;2;fator_participacao;09/2022;0;0;0
2;1;fator_participacao;10/2022;0;0;0
2;2;fator_participacao;10/2022;0;0;0
2;1;fator_participacao;11/2022;0;0;0
2;2;fator_participacao;11/2022;0;0;0
2;1;fator_participacao;12/2022;0;0;0
2;2;fator_participacao;12/2022;0;0;0
2;1;fator_participacao;01/2023;0;0;0
2;2;fator_participacao;01/2023;0;0;0
2;1;fator_participacao;02/2023;0;0;0
2;2;fator_participacao;02/2023;0;0;0
2;1;fator_participacao;03/2023;0;0;0
2;2;fator_participacao;03/2023;0;0;0
2;1;fator_participacao;04/2023;0;0;0
2;2;fator_participacao;04/2023;0;0;0
2;1;fator_participacao;05/2023;0;0;0
2;2;fator_participacao;05/2023;0;0;0
2;1;fator_participacao;06/2023;0;0;0
2;2;fator_participacao;06/2023;0;0;0
2;1;fator_participacao;07/2023;0;0;0
2;2;fator_participacao;07/2023;0;0;0
2;1;fator_participacao;08/2023;0;0;0
2;2;fator_participacao;08/2023;0;0;0
2;1;fator_participacao;09/2023;0;0;0
2;2;fator_participacao;09/2023;0;0;0
2;1;fator_participacao;10/2023;0;0;0
2;2;fator_participacao;10/2023;0;0;0
2;1;fator_participacao;11/2023;0;0;0
2;2;fator_participacao;11/2023;0;0;0
2;1;fator_participacao;12/2023;0;0;0
2;2;fator_participacao;12/2023;0;0;0
2;1;fator_participacao;01/2024;0;0;0
2;2;fator_participacao;01/2024;0;0;0
2;1;fator_participacao;02/2024;0;0;0
2;2;fator_participacao;02/2024;0;0;0
2;1;fator_participacao;03/2024;0;0;0
2;2;fator_participacao;03/2024;0;0;0
2;1;fator_participacao;04/2024;0;0;0
2;2;fator_participacao;04/2024;0;0;0
2;1;fator_participacao;05/2024;0;0;0
2;2;fator_participacao;05/2024;0;0;0
2;1;fator_participacao;06/2024;0;0;0
2;2;fator_participacao;06/2024;0;0;0
2;1;fator_participacao;07/2024;0;0;0
2;2;fator_participacao;07/2024;0;0;0
2;1;fator_participacao;08/2024;0;0;0
2;2;fator_participacao;08/2024;0;0;0
2;1;fator_participacao;09/2024;0;0;0
2;2;fator_participacao;09/2024;0;0;0
2;1;fator_participacao;10/2024;0;0;0
2;2;fator_participacao;10/2024;0;0;0
2;1;fator_participacao;11/2024;0;0;0
2;2;fator_participacao;11/2024;0;0;0
2;1;fator_participacao;12/2024;0;0;0
2;2;fator_participacao;12/2024;0;0;0
3;1;fator_participacao;01/2020;1;1;1
3;2;fator_participacao;01/2020;1;1;1
3;1;fator_participacao;02/2020;1;1;1
3;2;fator_participacao;02/2020;1;1;1
3;1;fator_participacao;03/2020;1;1;1
3;2;fator_participacao;03/2020;1;1;1
3;1;fator_participacao;04/2020;1;1;1
3;2;fator_participacao;04/2020;1;1;1
3;1;fator_participacao;05/2020;1;1;1
3;2;fator_participacao;05/2020;1;1;1
3;1;fator_participacao;06/2020;1;1;1
3;2;fator_participacao;06/2020;1;1;1
3;1;fator_participacao;07/2020;1;1;1
3;2;fator_participacao;07/2020;1;1;1
3;1;fator_participacao;08/2020;1;1;1
3;2;fator_participacao;08/2020;1;1;1
3;1;fator_participacao;09/2020;1;1;1
3;2;fator_participacao;09/2020;1;1;1
3;1;fator_participacao;10/2020;1;1;1
3;2;fator_participacao;10/2020;1;1;1
3;1;fator_participacao;11/2020;1;1;1
3;2;fator_participacao;11/2020;1;1;1
3;1;fator_participacao;12/2020;1;1;1
3;2;fator_participacao;12/2020;1;1;1
3;1;fator_participacao;01/2021;1;1;1
3;2;fator_participacao;01/2021;1;1;1
3;1;fator_participacao;02/2021;1;1;1
3;2;fator_participacao;02/2021;1;1;1
3;1;fator_participacao;03/2021;1;1;1
3;2;fator_participacao;03/2021;1;1;1
3;1;fator_participacao;04/2021;1;1;1
3;2;fator_participacao;04/2021;1;1;1
3;1;fator_participacao;05/2021;1;1;1
3;2;fator_participacao;05/2021;1;1;1
3;1;fator_participacao;06/2021;1;1;1
3;2;fator_participacao;06/2021;1;1;1
3;1;fator_participacao;07/2021;1;1;1
3;2;fator_participacao;07/2021;1;1;1
3;1;fator_participacao;08/2021;1;1;1
3;2;fator_participacao;08/2021;1;1;1
3;1;fator_participacao;09/2021;1;1;1
3;2;fator_participacao;09/2021;1;1;1
3;1;fator_participacao;10/2021;1;1;1
3;2;fator_participacao;10/2021;1;1;1
3;1;fator_participacao;11/2021;1;1;1
3;2;fator_participacao;11/2021;1;1;1
3;1;fator_participacao;12/2021;1;1;1
3;2;fator_participacao;12/2021;1;1;1
3;1;fator_participacao;01/2022;1;1;1
3;2;fator_participacao;01/2022;1;1;1
3;1;fator_participacao;02/2022;1;1;1
3;2;fator_participacao;02/2022;1;1;1
3;1;fator_participacao;03/2022;1;1;1
3;2;fator_participacao;03/2022;1;1;1
3;1;fator_participacao;04/2022;1;1;1
3;2;fator_participacao;04/2022;1;1;1
3;1;fator_participacao;05/2022;1;1;1
3;2;fator_participacao;05/2022;1;1;1
3;1;fator_participacao;06/2022;1;1;1
3;2;fator_participacao;06/2022;1;1;1
3;1;fator_participacao;07/2022;1;1;1
3;2;fator_participacao;07/2022;1;1;1
3;1;fator_participacao;08/2022;1;1;1
3;2;fator_participacao;08/2022;1;1;1
3;1;fator_participacao;09/2022;1;1;1
3;2;fator_participacao;09/2022;1;1;1
3;1;fator_participacao;10/2022;1;1;1
3;2;fator_participacao;10/2022;1;1;1
3;1;fator_participacao;11/2022;1;1;1
3;2;fator_participacao;11/2022;1;1;1
3;1;fator_participacao;12/2022;1;1;1
3;2;fator_participacao;12/2022;1;1;1
3;1;fator_participacao;01/2023;1;1;1
3;2;fator_participacao;01/2023;1;1;1
3;1;fator_participacao;02/2023;1;1;1
3;2;fator_participacao;02/2023;1;1;1
3;1;fator_participacao;03/2023;1;1;1
3;2;fator_participacao;03/2023;1;1;1
3;1;fator_participacao;04/2023;1;1;1
3;2;fator_participacao;04/2023;1;1;1
3;1;fator_participacao;05/2023;1;1;1
3;2;fator_participacao;05/2023;1;1;1
3;1;fator_participacao;06/2023;1;1;1
3;2;fator_participacao;06/2023;1;1;1
3;1;fator_participacao;07/2023;1;1;1
3;2;fator_participacao;07/2023;1;1;1
3;1;fator_participacao;08/2023;1;1;1
3;2;fator_participacao;08/2023;1;1;1
3;1;fator_participacao;09/2023;1;1;1
3;2;fator_participacao;09/2023;1;1;1
3;1;fator_participacao;10/2023;1;1;1
3;2;fator_participacao;10/2023;1;1;1
3;1;fator_participacao;11/2023;1;1;1
3;2;fator_participacao;11/2023;1;1;1
3;1;fator_participacao;12/2023;1;1;1
3;2;fator_participacao;12/2023;1;1;1
3;1;fator_participacao;01/2024;1;1;1
3;2;fator_participacao;01/2024;1;1;1
3;1;fator_participacao;02/2024;1;1;1
3;2;fator_participacao;02/2024;1;1;1
3;1;fator_participacao;03/2024;1;1;1
3;2;fator_participacao;03/2024;1;1;1
3;1;fator_participacao;04/2024;1;1;1
3;2;fator_participacao;04/2024;1;1;1
3;1;fator_participacao;05/2024;1;1;1
3;2;fator_participacao;05/2024;1;1;1
3;1;fator_participacao;06/2024;1;1;1
3;2;fator_participacao;06/2024;1;1;1
3;1;fator_participacao;07/2024;1;1;1
3;2;fator_participacao;07/2024;1;1;1
3;1;fator_participacao;08/2024;1;1;1
3;2;fator_participacao;08/2024;1;1;1
3;1;fator_participacao;09/2024;1;1;1
3;2;fator_participacao;09/2024;1;1;1
3;1;fator_participacao;10/2024;1;1;1
3;2;fator_participacao;10/2024;1;1;1
3;1;fator_participacao;11/2024;1;1;1
3;2;fator_participacao;11/2024;1;1;1
3;1;fator_participacao;12/2024;1;1;1
3;2;fator_participacao;12/2024;1;1;1
4;1;fator_participacao;01/2020;1;1;1
4;2;fator_participacao;01/2020;1;1;1
4;1;fator_participacao;02/2020;1;1;1
4;2;fator_participacao;02/2020;1;1;1
4;1;fator_participacao;03/2020;1;1;1
4;2;fator_participacao;03/2020;1;1;1
4;1;fator_participacao;04/2020;1;1;1
4;2;fator_participacao;04/2020;1;1;1
4;1;fator_participacao;05/2020;1;1;1
4;2;fator_participacao;05/2020;1;1;1
4;1;fator_participacao;06/2020;1;1;1
4;2;fator_participacao;06/2020;1;1;1
4;1;fator_participacao;07/2020;1;1;1
4;2;fator_participacao;07/2020;1;1;1
4;1;fator_participacao;08/2020;1;1;1
4;2;fator_participacao;08/2020;1;1;1
4;1;fator_participacao;09/2020;1;1;1
4;2;fator_participacao;09/2020;1;1;1
4;1;fator_participacao;10/2020;1;1;1
4;2;fator_participacao;10/2020;1;1;1
4;1;fator_participacao;11/2020;1;1;1
4;2;fator_participacao;11/2020;1;1;1
4;1;fator_participacao;12/2020;1;1;1
4;2;fator_participacao;12/2020;1;1;1
4;1;fator_participacao;01/2021;1;1;1
4;2;fator_participacao;01/2021;1;1;1
4;1;fator_participacao;02/2021;1;1;1
4;2;fator_participacao;02/2021;1;1;1
4;1;fator_participacao;03/2021;1;1;1
4;2;fator_participacao;03/2021;1;1;1
4;1;fator_participacao;04/2021;1;1;1
4;2;fator_participacao;04/2021;1;1;1
4;1;fator_participacao;05/2021;1;1;1
4;2;fator_participacao;05/2021;1;1;1
4;1;fator_participacao;06/2021;1;1;1
4;2;fator_participacao;06/2021;1;1;1
4;1;fator_participacao;07/2021;1;1;1
4;2;fator_participacao;07/2021;1;1;1
4;1;fator_participacao;08/2021;1;1;1
4;2;fator_participacao;08/2021;1;1;1
4;1;fator_participacao;09/2021;1;1;1
4;2;fator_participacao;09/2021;1;1;1
4;1;fator_participacao;10/2021;1;1;1
4;2;fator_participacao;10/2021;1;1;1
4;1;fator_participacao;11/2021;1;1;1
4;2;fator_participacao;11/2021;1;1;1
4;1;fator_participacao;12/2021;1;1;1
4;2;fator_participacao;12/2021;1;1;1
4;1;fator_participacao;01/2022;1;1;1
4;2;fator_participacao;01/2022;1;1;1
4;1;fator_participacao;02/2022;1;1;1
4;2;fator_participacao;02/2022;1;1;1
4;1;fator_participacao;03/2022;1;1;1
4;2;fator_participacao;03/2022;1;1;1
4;1;fator_participacao;04/2022;1;1;1
4;2;fator_participacao;04/2022;1;1;1
4;1;fator_participacao;05/2022;1;1;1
4;2;fator_participacao;05/2022;1;1;1
4;1;fator_participacao;06/2022;1;1;1
4;2;fator_participacao;06/2022;1;1;1
4;1;fator_participacao;07/2022;1;1;1
4;2;fator_participacao;07/2022;1;1;1
4;1;fator_participacao;08/2022;1;1;1
4;2;fator_participacao;08/2022;1;1;1
4;1;fator_participacao;09/2022;1;1;1
4;2;fator_participacao;09/2022;1;1;1
4;1;fator_participacao;10/2022;1;1;1
4;2;fator_participacao;10/2022;1;1;1
4;1;fator_participacao;11/2022;1;1;1
4;2;fator_participacao;11/2022;1;1;1
4;1;fator_participacao;12/2022;1;1;1
4;2;fator_participacao;12/2022;1;1;1
4;1;fator_participacao;01/2023;1;1;1
4;2;fator_participacao;01/2023;1;1;1
4;1;fator_participacao;02/2023;1;1;1
4;2;fator_participacao;02/2023;1;1;1
4;1;fator_participacao;03/2023;1;1;1
4;2;fator_participacao;03/2023;1;1;1
4;1;fator_participacao;04/2023;1;1;1
4;2;fator_participacao;04/2023;1;1;1
4;1;fator_participacao;05/2023;1;1;1
4;2;fator_participacao;05/2023;1;1;1
4;1;fator_participacao;06/2023;1;1;1
4;2;fator_participacao;06/2023;1;1;1
4;1;fator_participacao;07/2023;1;1;1
4;2;fator_participacao;07/2023;1;1;1
4;1;fator_participacao;08/2023;1;1;1
4;2;fator_participacao;08/2023;1;1;1
4;1;fator_participacao;09/2023;1;1;1
4;2;fator_participacao;09/2023;1;1;1
4;1;fator_participacao;10/2023;1;1;1
4;2;fator_participacao;10/2023;1;1;1
4;1;fator_participacao;11/2023;1;1;1
4;2;fator_participacao;11/2023;1;1;1
4;1;fator_participacao;12/2023;1;1;1
4;2;fator_participacao;12/2023;1;1;1
4;1;fator_participacao;01/2024;1;1;1
4;2;fator_participacao;01/2024;1;1;1
4;1;fator_participacao;02/2024;1;1;1
4;2;fator_participacao;02/2024;1;1;1
4;1;fator_participacao;03/2024;1;1;1
4;2;fator_participacao;03/2024;1;1;1
4;1;fator_participacao;04/2024;1;1;1
4;2;fator_participacao;04/2024;1;1;1
4;1;fator_participacao;05/2024;1;1;1
4;2;fator_participacao;05/2024;1;1;1
4;1;fator_participacao;06/2024;1;1;1
4;2;fator_participacao;06/2024;1;1;1
4;1;fator_participacao;07/2024;1;1;1
4;2;fator_participacao;07/2024;1;1;1
4;1;fator_participacao;08/2024;1;1;1
4;2;fator_participacao;08/2024;1;1;1
4;1;fator_participacao;09/2024;1;1;1
4;2;fator_participacao;09/2024;1;1;1
4;1;fator_participacao;10/2024;1;1;1
4;2;fator_participacao;10/2024;1;1;1
4;1;fator_participacao;11/2024;1;1;1
4;2;fator_participacao;11/2024;1;1;1
4;1;fator_participacao;12/2024;1;1;1
4;2;fator_participacao;12/2024;1;1;1
5;1;fator_participacao;01/2020;1;1;1
5;1;fator_participacao;02/2020;1;1;1
5;1;fator_participacao;03/2020;1;1;1
5;1;fator_participacao;04/2020;1;1;1
5;1;fator_participacao;05/2020;1;1;1
5;1;fator_participacao;06/2020;1;1;1
5;1;fator_participacao;07/2020;1;1;1
5;1;fator_participacao;08/2020;1;1;1
5;1;fator_participacao;09/2020;1;1;1
5;1;fator_participacao;10/2020;1;1;1
5;1;fator_participacao;11/2020;1;1;1
5;1;fator_participacao;12/2020;1;1;1
5;1;fator_participacao;01/2021;1;1;1
5;1;fator_participacao;02/2021;1;1;1
5;1;fator_participacao;03/2021;1;1;1
5;1;fator_participacao;04/2021;1;1;1
5;1;fator_participacao;05/2021;1;1;1
5;1;fator_participacao;06/2021;1;1;1
5;1;fator_participacao;07/2021;1;1;1
5;1;fator_participacao;08/2021;1;1;1
5;1;fator_participacao;09/2021;1;1;1
5;1;fator_participacao;10/2021;1;1;1
5;1;fator_participacao;11/2021;1;1;1
5;1;fator_participacao;12/2021;0;0;0
5;1;fator_participacao;01/2022;0;0;0
5;1;fator_participacao;02/2022;0;0;0
5;1;fator_participacao;03/2022;0;0;0
5;1;fator_participacao;04/2022;0;0;0
5;1;fator_participacao;05/2022;0;0;0
5;1;fator_participacao;06/2022;1;1;1
5;1;fator_participacao;07/2022;1;1;1
5;1;fator_participacao;08/2022;1;1;1
5;1;fator_participacao;09/2022;1;1;1
5;1;fator_participacao;10/2022;1;1;1
5;1;fator_participacao;11/2022;1;1;1
5;1;fator_participacao;12/2022;0;0;0
5;1;fator_participacao;01/2023;0;0;0
5;1;fator_participacao;02/2023;0;0;0
5;1;fator_participacao;03/2023;0;0;0
5;1;fator_participacao;04/2023;0;0;0
5;1;fator_participacao;05/2023;0;0;0
5;1;fator_participacao;06/2023;1;1;1
5;1;fator_participacao;07/2023;1;1;1
5;1;fator_participacao;08/2023;1;1;1
5;1;fator_participacao;09/2023;1;1;1
5;1;fator_participacao;10/2023;1;1;1
5;1;fator_participacao;11/2023;1;1;1
5;1;fator_participacao;12/2023;0;0;0
5;1;fator_participacao;01/2024;0;0;0
5;1;fator_participacao;02/2024;0;0;0
5;1;fator_participacao;03/2024;0;0;0
5;1;fator_participacao;04/2024;0;0;0
5;1;fator_participacao;05/2024;0;0;0
5;1;fator_participacao;06/2024;1;1;1
5;1;fator_participacao;07/2024;1;1;1
5;1;fator_participacao;08/2024;1;1;1
5;1;fator_participacao;09/2024;1;1;1
5;1;fator_participacao;10/2024;1;1;1
5;1;fator_participacao;11/2024;1;1;1
5;1;fator_participacao;12/2024;0;0;0
6;1;fator_participacao;01/2020;1;1;1
6;1;fator_participacao;02/2020;1;1;1
6;1;fator_participacao;03/2020;1;1;1
6;1;fator_participacao;04/2020;1;1;1
6;1;fator_participacao;05/2020;1;1;1
6;1;fator_participacao;06/2020;1;1;1
6;1;fator_participacao;07/2020;1;1;1
6;1;fator_participacao;08/2020;1;1;1
6;1;fator_participacao;09/2020;1;1;1
6;1;fator_participacao;10/2020;1;1;1
6;1;fator_participacao;11/2020;1;1;1
6;1;fator_participacao;12/2020;1;1;1
6;1;fator_participacao;01/2021;1;1;1
6;1;fator_participacao;02/2021;1;1;1
6;1;fator_participacao;03/2021;1;1;1
6;1;fator_participacao;04/2021;1;1;1
6;1;fator_participacao;05/2021;1;1;1
6;1;fator_participacao;06/2021;1;1;1
6;1;fator_participacao;07/2021;1;1;1
6;1;fator_participacao;08/2021;1;1;1
6;1;fator_participacao;09/2021;1;1;1
6;1;fator_participacao;10/2021;1;1;1
6;1;fator_participacao;11/2021;1;1;1
6;1;fator_participacao;12/2021;0;0;0
6;1;fator_participacao;01/2022;0;0;0
6;1;fator_participacao;02/2022;0;0;0
6;1;fator_participacao;03/2022;0;0;0
6;1;fator_participacao;04/2022;0;0;0
6;1;fator_participacao;05/2022;0;0;0
6;1;fator_participacao;06/2022;1;1;1
6;1;fator_participacao;07/2022;1;1;1
6;1;fator_participacao;08/2022;1;1;1
6;1;fator_participacao;09/2022;1;1;1
6;1;fator_participacao;10/2022;1;1;1
6;1;fator_participacao;11/2022;1;1;1
6;1;fator_participacao;12/2022;0;0;0
6;1;fator_participacao;01/2023;0;0;0
6;1;fator_participacao;02/2023;0;0;0
6;1;fator_participacao;03/2023;0;0;0
6;1;fator_participacao;04/2023;0;0;0
6;1;fator_participacao;05/2023;0;0;0
6;1;fator_participacao;06/2023;1;1;1
6;1;fator_participacao;07/2023;1;1;1
6;1;fator_participacao;08/2023;1;1;1
6;1;fator_participacao;09/2023;1;1;1
6;1;fator_participacao;10/2023;1;1;1
6;1;fator_participacao;11/2023;1;1;1
6;1;fator_participacao;12/2023;0;0;0
6;1;fator_participacao;01/2024;0;0;0
6;1;fator_participacao;02/2024;0;0;0
6;1;fator_participacao;03/2024;0;0;0
