AttMatriz;Iteradores;01/2020;02/2020;03/2020;04/2020;05/2020;06/2020;07/2020;08/2020;09/2020;10/2020;11/2020;12/2020;01/2021;02/2021;03/2021;04/2021;05/2021;06/2021;07/2021;08/2021;09/2021;10/2021;11/2021;12/2021;01/2022;02/2022;03/2022;04/2022;05/2022;06/2022;07/2022;08/2022;09/2022;10/2022;11/2022;12/2022;01/2023;02/2023;03/2023;04/2023;05/2023;06/2023;07/2023;08/2023;09/2023;10/2023;11/2023;12/2023;01/2024;02/2024;03/2024;04/2024;05/2024;06/2024;07/2024;08/2024;09/2024;10/2024;11/2024;12/2024;;
mapeamento_espaco_amostral;43;2;15;14;6;12;13;1;3;15;5;16;13;19;19;4;16;8;5;11;19;6;14;8;7;1;11;4;4;2;6;14;8;12;15;7;2;15;5;11;14;2;9;15;16;13;1;16;18;7;14;11;3;20;5;11;2;7;9;10;11;;
mapeamento_espaco_amostral;44;12;18;3;16;1;13;19;2;13;4;16;12;3;6;2;1;14;1;12;1;10;6;7;13;16;3;13;5;1;14;17;15;3;17;16;16;3;8;4;5;19;14;15;17;9;10;5;17;17;7;4;9;17;9;13;19;10;16;19;14;;
mapeamento_espaco_amostral;45;1;11;2;1;18;18;18;14;16;16;7;9;3;10;6;18;6;11;12;20;16;4;10;1;8;16;18;15;2;6;12;9;3;13;15;17;1;12;2;5;15;5;3;4;7;7;13;17;11;1;13;14;16;13;18;13;13;11;14;16;;
mapeamento_espaco_amostral;46;15;10;4;11;12;4;2;13;18;18;2;18;2;10;4;2;19;4;8;8;16;11;5;20;1;2;2;5;5;19;4;3;2;18;8;12;5;10;3;19;7;8;10;10;13;1;3;4;12;1;15;12;13;20;18;5;7;12;20;15;;
mapeamento_espaco_amostral;47;7;11;17;13;14;13;3;13;5;19;2;20;19;16;10;20;13;9;20;20;11;6;7;20;10;9;12;10;3;11;1;6;3;7;10;16;12;17;9;2;14;10;15;15;6;19;3;17;15;5;11;14;20;18;17;10;2;4;18;7;;
mapeamento_espaco_amostral;48;13;18;17;13;16;1;18;9;18;12;8;16;16;9;9;18;5;19;3;3;8;19;4;8;12;13;1;16;1;16;13;3;8;14;20;4;9;6;2;1;1;3;20;7;8;9;8;16;2;7;16;19;10;12;19;1;4;11;6;16;;
mapeamento_espaco_amostral;49;11;13;4;8;3;17;7;14;17;20;12;7;14;15;3;15;14;6;4;19;19;16;16;10;17;19;2;18;20;3;10;8;3;20;15;15;18;16;14;13;12;6;15;17;6;14;8;20;20;13;20;9;13;18;10;20;14;10;10;19;;
mapeamento_espaco_amostral;50;7;7;7;20;6;14;6;17;17;19;5;16;1;13;11;14;17;14;6;16;3;14;12;11;18;12;18;5;3;13;1;5;5;2;3;3;10;11;9;19;18;7;1;18;20;13;1;15;3;9;20;13;17;18;18;8;2;17;1;2;;
mapeamento_espaco_amostral;51;15;18;14;19;16;8;15;5;14;20;7;16;12;5;16;17;3;14;11;12;1;9;2;9;18;13;4;8;4;18;19;20;13;16;1;8;10;8;15;13;6;3;13;17;7;16;2;12;9;19;16;1;15;14;9;5;10;4;11;7;;
mapeamento_espaco_amostral;52;16;1;7;13;5;12;5;14;16;12;19;3;2;8;10;9;10;3;8;18;7;8;4;15;5;1;14;10;12;12;8;2;12;3;18;14;4;3;2;20;8;16;11;17;4;19;7;14;13;1;1;16;18;20;6;18;11;1;10;5;;
mapeamento_espaco_amostral;53;20;4;16;11;7;12;6;15;16;13;14;3;10;16;16;8;18;18;13;15;13;3;6;7;7;14;2;20;2;9;17;8;19;14;14;19;8;9;14;7;8;5;2;12;13;15;20;3;2;2;1;13;13;18;1;16;17;19;15;16;;
mapeamento_espaco_amostral;54;10;8;2;19;5;10;8;2;13;4;20;17;14;8;6;13;14;6;17;20;2;11;11;6;12;10;3;18;7;4;20;7;15;20;2;11;2;14;19;7;11;9;7;8;9;1;20;2;4;18;3;7;1;1;5;20;11;4;3;18;;
mapeamento_espaco_amostral;55;20;7;19;15;17;12;3;3;6;18;4;13;15;3;7;12;2;16;18;13;13;13;8;17;6;10;14;10;12;8;7;16;9;4;4;20;4;12;7;13;2;19;7;19;17;20;19;6;14;1;12;15;11;10;3;17;4;8;18;1;;
mapeamento_espaco_amostral;56;14;2;11;6;12;3;17;1;10;16;4;2;1;15;2;18;17;20;5;17;4;16;19;13;11;17;8;16;12;15;6;15;18;6;6;17;7;5;12;16;5;20;4;4;15;8;13;8;8;18;20;10;4;4;17;4;3;18;11;6;;
mapeamento_espaco_amostral;57;14;7;13;19;11;19;15;9;19;18;17;13;12;19;4;12;20;14;4;18;17;17;3;17;12;17;2;9;12;17;2;4;3;6;6;15;19;9;20;20;17;3;18;9;2;5;6;3;14;16;1;9;14;17;1;2;10;19;19;12;;
mapeamento_espaco_amostral;58;14;8;2;3;5;10;14;17;15;18;16;9;20;20;18;4;20;19;20;2;10;4;3;4;9;3;16;14;7;16;10;13;2;16;9;16;15;12;4;16;1;2;9;7;15;11;20;8;13;15;16;20;2;8;4;3;19;10;10;5;;
mapeamento_espaco_amostral;59;5;4;7;12;13;17;5;6;5;9;3;16;9;8;7;6;17;20;15;20;8;9;15;9;10;18;13;14;1;2;12;12;12;7;13;4;5;20;17;1;1;12;9;10;10;4;6;17;4;12;8;14;20;7;14;3;9;13;4;8;;
mapeamento_espaco_amostral;60;13;14;8;19;8;14;10;5;13;19;14;15;20;9;3;5;8;8;9;14;10;16;4;14;5;13;20;4;11;18;12;13;2;12;4;6;10;12;14;10;2;19;3;12;1;9;18;8;2;8;5;19;1;7;5;19;3;3;4;3;;
mapeamento_espaco_amostral;61;6;13;18;14;1;8;6;5;6;6;11;1;2;1;17;1;10;17;4;17;11;7;8;3;8;20;11;6;7;10;18;5;12;11;19;4;1;10;5;8;7;9;19;11;2;17;17;14;13;5;19;16;12;12;16;16;12;6;2;7;;
mapeamento_espaco_amostral;62;20;17;17;20;3;7;20;20;11;20;13;17;17;13;13;3;5;3;12;19;14;4;16;12;3;8;14;19;5;10;4;2;14;14;9;3;1;19;14;17;20;4;10;12;14;7;6;20;8;14;10;13;4;14;11;3;13;16;9;8;;
mapeamento_espaco_amostral;63;11;2;12;12;4;13;15;19;10;12;1;15;7;15;15;10;10;5;4;1;19;4;10;5;2;13;3;8;9;11;19;3;11;18;11;4;19;6;3;10;8;20;11;4;6;5;6;8;6;18;17;14;3;13;15;2;14;10;4;6;;
mapeamento_espaco_amostral;64;19;9;20;11;14;5;3;19;10;5;1;20;4;9;6;2;12;5;9;11;12;9;6;20;18;19;8;4;10;15;16;20;11;10;15;12;5;9;3;7;10;16;11;7;20;15;14;19;5;16;5;13;3;19;1;9;19;9;18;14;;
mapeamento_espaco_amostral;65;18;12;5;17;16;10;9;3;9;2;14;13;8;8;16;10;10;4;3;16;15;12;6;5;4;13;6;15;9;9;20;14;20;10;16;1;18;17;14;13;1;18;18;1;17;4;13;19;9;1;20;7;10;13;3;16;17;5;12;16;;
mapeamento_espaco_amostral;66;12;17;9;20;17;3;2;18;14;14;1;16;16;13;15;4;15;8;11;5;3;1;2;7;2;10;3;14;20;9;6;20;20;9;20;4;1;2;15;12;11;3;10;14;9;17;17;8;17;19;19;15;9;16;13;12;12;4;4;13;;
mapeamento_espaco_amostral;67;14;11;2;6;10;20;19;5;11;18;14;8;9;10;4;2;3;3;2;16;13;13;19;9;11;10;16;17;13;6;12;14;11;16;17;7;9;3;1;14;2;11;7;5;15;2;7;11;8;10;2;11;14;10;11;7;2;9;3;8;;
mapeamento_espaco_amostral;68;8;18;3;14;20;17;11;17;5;6;7;1;14;20;11;4;12;5;18;10;9;8;19;7;8;5;8;10;11;6;5;10;8;14;9;9;12;3;10;17;18;19;3;17;2;7;11;6;6;2;3;20;9;17;1;19;6;19;17;7;;
mapeamento_espaco_amostral;69;7;20;2;19;8;11;3;6;13;2;19;11;7;16;14;18;6;18;16;15;16;2;11;20;15;12;16;19;13;15;15;3;10;18;10;12;3;6;7;12;14;14;8;15;3;16;19;15;9;7;7;11;10;7;18;17;17;12;16;20;;
mapeamento_espaco_amostral;70;12;12;7;7;9;11;3;1;4;2;7;6;11;19;5;19;11;5;8;13;11;6;9;15;7;15;8;10;7;1;1;10;8;5;10;10;18;8;4;12;19;9;12;9;1;20;17;16;7;9;10;8;7;6;19;19;15;13;19;1;;
mapeamento_espaco_amostral;71;4;20;8;17;4;7;19;20;15;10;8;1;10;14;16;10;9;2;10;7;18;1;10;12;7;7;18;10;11;2;18;20;15;2;14;1;6;14;2;18;13;16;6;11;15;8;10;8;9;15;3;6;20;13;6;5;14;13;5;15;;
mapeamento_espaco_amostral;72;20;5;7;19;20;8;18;12;3;12;9;7;14;15;18;9;5;7;12;12;7;20;12;1;14;3;13;8;5;14;7;13;10;20;1;13;5;3;7;12;8;2;7;11;7;19;15;9;16;8;10;15;17;5;5;3;15;14;16;9;;
mapeamento_espaco_amostral;73;20;6;17;2;18;17;7;2;16;15;3;15;4;15;14;16;10;7;4;9;6;2;20;12;7;9;15;10;5;9;9;13;10;10;10;2;8;2;20;8;5;6;11;15;10;8;10;6;19;13;5;18;11;19;16;15;11;11;9;10;;
mapeamento_espaco_amostral;74;15;10;7;1;1;7;13;5;20;15;3;18;12;11;5;14;2;17;6;18;17;16;3;7;19;16;14;16;5;2;17;19;1;15;10;10;15;17;1;6;1;14;4;19;1;14;7;1;5;3;12;4;3;17;10;12;19;9;12;20;;
mapeamento_espaco_amostral;75;20;1;4;18;1;7;5;9;12;10;4;3;11;20;12;14;12;12;3;4;20;14;4;7;18;20;6;14;9;7;2;12;10;17;5;17;12;16;17;8;3;8;10;6;5;12;19;12;20;20;7;19;14;20;4;18;11;12;18;16;;
mapeamento_espaco_amostral;76;1;1;15;12;17;19;1;11;2;11;20;4;7;7;8;16;7;9;4;19;12;15;16;17;17;11;8;10;20;4;11;5;17;20;15;18;14;10;20;9;2;18;3;16;5;12;6;11;19;14;11;11;11;11;8;4;3;9;18;7;;
mapeamento_espaco_amostral;77;17;2;16;2;6;11;9;10;19;9;9;9;19;4;1;19;15;11;15;11;13;14;17;19;10;14;7;16;10;15;5;9;17;5;17;5;6;18;16;13;17;7;5;3;18;13;12;4;6;6;8;17;11;16;12;8;14;3;14;13;;
mapeamento_espaco_amostral;78;10;8;6;10;7;7;1;1;15;17;19;7;4;3;6;1;18;15;18;16;14;19;4;20;11;2;3;5;7;12;17;13;14;12;3;4;11;18;12;1;17;10;2;5;6;15;11;11;20;20;10;4;6;16;15;4;13;10;1;6;;
mapeamento_espaco_amostral;79;8;18;17;13;6;16;7;1;10;9;2;11;7;6;11;18;9;14;3;8;11;6;14;8;16;6;20;15;9;10;20;8;6;5;19;7;14;9;3;4;1;17;15;4;7;20;3;12;20;12;3;6;6;8;7;7;4;4;3;8;;
mapeamento_espaco_amostral;80;4;3;18;8;5;3;9;15;16;9;4;8;3;16;19;10;4;6;8;16;3;18;2;18;14;7;12;12;10;13;9;2;2;12;6;8;19;7;12;4;19;17;15;6;19;12;14;18;2;9;13;3;9;17;5;7;14;6;5;11;;
mapeamento_espaco_amostral;81;12;15;1;5;16;18;10;16;6;17;7;11;6;3;1;10;3;11;3;10;16;13;3;13;5;17;8;12;1;12;18;20;9;19;8;7;12;3;12;20;5;1;7;14;17;12;14;17;10;7;6;17;18;19;1;17;5;11;8;6;;
mapeamento_espaco_amostral;82;5;10;12;14;8;19;12;5;11;5;19;6;7;15;1;17;17;10;12;15;19;20;3;6;5;14;6;18;17;10;13;6;13;6;20;1;2;16;19;15;20;11;13;15;11;5;17;1;16;18;5;5;4;14;9;15;1;2;12;4;;
mapeamento_espaco_amostral;83;1;5;15;12;17;8;5;13;2;16;4;18;17;9;13;5;1;16;1;8;11;18;4;6;15;12;6;9;18;15;1;18;3;20;19;18;8;14;5;17;20;1;16;20;14;11;19;7;14;9;6;13;19;8;9;7;18;16;4;5;;
mapeamento_espaco_amostral;84;20;17;16;17;4;13;10;19;15;11;1;3;14;13;19;7;7;12;4;5;11;1;16;19;13;11;17;5;18;18;2;14;6;1;2;19;12;3;4;6;8;13;19;10;17;1;15;4;19;2;15;6;6;8;14;12;2;20;17;12;;
mapeamento_espaco_amostral;85;11;1;7;2;1;15;8;16;18;1;15;20;20;11;10;12;3;18;18;11;15;7;12;18;2;1;7;1;11;20;17;8;15;2;19;16;10;12;3;15;4;10;18;5;1;15;5;2;11;4;8;12;3;10;6;4;4;13;13;1;;
mapeamento_espaco_amostral;86;3;2;2;5;17;15;10;11;6;2;6;18;5;5;16;6;5;2;10;1;15;20;18;15;8;5;19;16;16;11;7;14;2;16;1;15;6;14;11;20;4;8;19;9;20;6;13;11;13;5;16;10;3;2;6;12;2;7;13;7;;
mapeamento_espaco_amostral;87;10;1;4;13;11;13;15;19;15;11;19;6;18;13;4;17;17;6;19;10;12;6;2;10;16;17;5;18;10;11;12;18;19;1;16;2;15;5;4;9;9;11;13;14;20;10;10;10;3;12;7;5;6;2;17;2;13;8;3;20;;
mapeamento_espaco_amostral;88;13;4;2;16;14;20;2;7;4;6;9;17;18;1;18;12;20;10;4;2;14;1;18;5;1;14;4;8;2;10;19;17;15;1;1;18;15;20;6;1;3;14;18;17;16;7;15;4;11;4;6;13;1;14;2;3;12;4;14;16;;
mapeamento_espaco_amostral;89;14;4;11;20;1;3;17;11;17;4;2;13;18;13;17;5;5;10;11;2;4;6;7;19;10;17;18;11;11;16;14;16;16;13;12;18;20;5;19;16;18;14;12;3;14;16;1;2;6;11;14;13;20;9;5;8;4;19;3;2;;
mapeamento_espaco_amostral;90;18;17;1;6;11;16;12;18;12;13;17;4;14;4;17;13;2;8;3;18;7;5;14;12;1;10;16;4;14;5;9;3;12;2;8;6;9;9;12;3;5;6;6;10;3;17;5;3;10;15;8;10;3;4;6;9;5;15;20;20;;
mapeamento_espaco_amostral;91;11;7;5;8;7;17;2;13;12;19;4;16;3;17;14;19;13;3;2;15;8;19;12;8;15;14;2;13;2;15;11;7;2;15;2;1;14;2;9;8;16;17;5;15;12;5;1;12;1;19;4;5;20;15;12;3;14;18;1;8;;
mapeamento_espaco_amostral;92;5;20;5;6;12;7;14;8;14;19;14;7;16;18;10;16;2;14;6;17;20;20;3;5;8;3;4;9;19;13;1;8;19;1;6;19;4;14;18;4;9;7;7;20;2;17;17;20;1;4;17;4;9;4;11;17;16;17;4;5;;
mapeamento_espaco_amostral;93;10;3;10;14;10;5;8;20;18;14;11;9;4;1;7;6;10;8;8;4;19;12;4;16;20;4;13;15;12;8;6;11;5;20;12;8;17;15;3;14;6;11;20;5;11;7;14;1;3;16;11;3;14;19;18;2;13;16;4;19;;
mapeamento_espaco_amostral;94;2;4;8;10;9;5;2;16;17;10;9;15;6;17;18;11;8;19;13;4;15;12;8;7;13;19;6;6;4;9;10;7;1;7;1;18;4;9;15;5;9;19;19;20;2;5;3;11;11;12;8;14;6;8;3;2;13;20;4;7;;
mapeamento_espaco_amostral;95;12;12;1;3;17;18;20;11;18;8;20;15;18;1;11;9;7;7;18;7;16;14;14;4;4;5;7;20;5;20;15;2;6;18;2;1;9;10;20;3;5;2;2;16;10;14;13;1;6;8;13;13;6;6;6;3;14;1;12;12;;
mapeamento_espaco_amostral;96;8;18;7;16;13;17;19;11;13;5;11;16;12;3;6;8;10;8;12;10;6;15;17;8;5;2;12;3;5;17;14;7;19;3;2;17;3;1;9;13;20;10;7;3;11;18;4;5;4;19;20;18;8;16;4;12;13;17;14;12;;
